Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	A100_1 Spectral Count	A100_2 Spectral Count	A100_3 Spectral Count	A100_4 Spectral Count	A100_5 Spectral Count	A100_6 Spectral Count	A100_7 Spectral Count	A100_8 Spectral Count	B100_1 Spectral Count	B100_2 Spectral Count	B100_3 Spectral Count	B100_4 Spectral Count	B100_5 Spectral Count	B100_6 Spectral Count	B100_7 Spectral Count	B100_8 Spectral Count	A100_1 Unique Spectral Count	A100_2 Unique Spectral Count	A100_3 Unique Spectral Count	A100_4 Unique Spectral Count	A100_5 Unique Spectral Count	A100_6 Unique Spectral Count	A100_7 Unique Spectral Count	A100_8 Unique Spectral Count	B100_1 Unique Spectral Count	B100_2 Unique Spectral Count	B100_3 Unique Spectral Count	B100_4 Unique Spectral Count	B100_5 Unique Spectral Count	B100_6 Unique Spectral Count	B100_7 Unique Spectral Count	B100_8 Unique Spectral Count	A100_1 Total Spectral Count	A100_2 Total Spectral Count	A100_3 Total Spectral Count	A100_4 Total Spectral Count	A100_5 Total Spectral Count	A100_6 Total Spectral Count	A100_7 Total Spectral Count	A100_8 Total Spectral Count	B100_1 Total Spectral Count	B100_2 Total Spectral Count	B100_3 Total Spectral Count	B100_4 Total Spectral Count	B100_5 Total Spectral Count	B100_6 Total Spectral Count	B100_7 Total Spectral Count	B100_8 Total Spectral Count	A100_1 Intensity	A100_2 Intensity	A100_3 Intensity	A100_4 Intensity	A100_5 Intensity	A100_6 Intensity	A100_7 Intensity	A100_8 Intensity	B100_1 Intensity	B100_2 Intensity	B100_3 Intensity	B100_4 Intensity	B100_5 Intensity	B100_6 Intensity	B100_7 Intensity	B100_8 Intensity	A100_1 MaxLFQ Intensity	A100_2 MaxLFQ Intensity	A100_3 MaxLFQ Intensity	A100_4 MaxLFQ Intensity	A100_5 MaxLFQ Intensity	A100_6 MaxLFQ Intensity	A100_7 MaxLFQ Intensity	A100_8 MaxLFQ Intensity	B100_1 MaxLFQ Intensity	B100_2 MaxLFQ Intensity	B100_3 MaxLFQ Intensity	B100_4 MaxLFQ Intensity	B100_5 MaxLFQ Intensity	B100_6 MaxLFQ Intensity	B100_7 MaxLFQ Intensity	B100_8 MaxLFQ Intensity	Indistinguishable Proteins
sp|P0A7D7|PUR7_ECOLI	P0A7D7	PUR7_ECOLI	purC	237	Escherichia coli (strain K12)	1:Experimental evidence at protein level	Phosphoribosylaminoimidazole-succinocarboxamide synthase	0.9495	0.999	1	4	4	4	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2008.4858	0.0	0.0	1803.3131	3694.9434	3312.3535	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2008.4858	0.0	0.0	1803.3131	3694.9434	3312.3535	
sp|P0A7E5|PYRG_ECOLI	P0A7E5	PYRG_ECOLI	pyrG	545	Escherichia coli (strain K12)	1:Experimental evidence at protein level	CTP synthase	0.9999	0.9948	2	5	5	5	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	647.58997	1868.694	0.0	1556.9495	0.0	2053.339	1072.0334	2006.4807	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	647.58997	1868.694	0.0	1556.9495	0.0	2053.339	1072.0334	0.0	
sp|P0A7E9|PYRH_ECOLI	P0A7E9	PYRH_ECOLI	pyrH	241	Escherichia coli (strain K12)	1:Experimental evidence at protein level	Uridylate kinase	0.9999	0.999	2	9	9	9	0	0	0	0	0	0	0	1	1	0	0	2	3	0	2	0	0	0	0	0	0	0	0	1	1	0	0	2	3	0	2	0	0	0	0	0	0	0	0	1	1	0	0	2	3	0	2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1431.4847	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P0A7G2|RBFA_ECOLI	P0A7G2	RBFA_ECOLI	rbfA	133	Escherichia coli (strain K12)	1:Experimental evidence at protein level	30S ribosome-binding factor	0.9458	0.9989	1	6	6	6	0	0	0	0	0	0	0	0	0	1	0	1	0	1	2	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	2	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	2	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2752.25	2964.1392	2196.6145	2512.7148	3082.208	3473.4282	2983.5283	2400.6846	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2752.25	2964.1392	2196.6145	2512.7148	3082.208	3473.4282	2983.5283	2400.6846	
sp|P0A7G6|RECA_ECOLI	P0A7G6	RECA_ECOLI	recA	353	Escherichia coli (strain K12)	1:Experimental evidence at protein level	Protein RecA	1.0	0.9988	2	4	4	4	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1792.7427	3094.3333	2739.865	3007.1453	3495.7795	2840.1492	4007.0642	1106.976	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1792.7427	3094.3333	2739.865	3007.1453	3495.7795	2840.1492	4007.0642	1106.976	
sp|P0A7J3|RL10_ECOLI	P0A7J3	RL10_ECOLI	rplJ	165	Escherichia coli (strain K12)	1:Experimental evidence at protein level	Large ribosomal subunit protein uL10	1.0	0.999	7	68	68	68	0	0	0	1	0	1	0	0	11	5	11	10	6	8	9	6	0	0	0	1	0	1	0	0	11	5	11	10	6	8	9	6	0	0	0	1	0	1	0	0	11	5	11	10	6	8	9	6	0.0	3145.6648	6898.3633	3167.86	1274.8011	761.54156	0.0	0.0	46269.477	31596.654	39910.152	42379.695	42552.25	30928.672	36431.23	47778.113	0.0	2565.3228	4759.6445	4554.6924	1832.8862	1082.76	0.0	0.0	10227.117	9755.933	10066.309	9844.531	10502.884	9402.632	10139.648	10896.33	
sp|P0A7J7|RL11_ECOLI	P0A7J7	RL11_ECOLI	rplK	142	Escherichia coli (strain K12)	1:Experimental evidence at protein level	Large ribosomal subunit protein uL11	1.0	0.999	7	173	173	173	7	6	1	8	6	8	10	8	14	13	15	15	17	15	15	15	7	6	1	8	6	8	10	8	14	13	15	15	17	15	15	15	7	6	1	8	6	8	10	8	14	13	15	15	17	15	15	15	34877.39	36172.04	30869.12	38410.17	39150.305	36516.883	37490.465	39996.8	109139.49	103788.98	118922.49	119485.766	117583.44	109398.25	117049.09	94502.555	13475.242	13939.802	11783.583	14510.315	13331.272	12696.993	13393.474	13656.381	36067.594	35781.973	37043.047	37805.793	35405.438	35286.062	35683.504	33894.367	
sp|P0A7K2|RL7_ECOLI	P0A7K2	RL7_ECOLI	rplL	121	Escherichia coli (strain K12)	1:Experimental evidence at protein level	Large ribosomal subunit protein bL12	1.0	0.999	6	118	118	118	4	6	4	3	7	8	7	6	11	13	13	9	9	6	7	5	4	6	4	3	7	8	7	6	11	13	13	9	9	6	7	5	4	6	4	3	7	8	7	6	11	13	13	9	9	6	7	5	22624.11	23851.29	23811.518	24955.334	14217.0625	22961.902	28351.062	27806.549	72077.33	71826.81	67203.6	73244.305	71670.82	61757.12	62204.836	68042.08	8973.778	9298.403	8886.221	9593.861	9284.894	8955.297	9957.144	9677.545	23427.422	22641.912	23616.299	24393.355	23885.371	25692.113	21950.254	23332.506	
sp|P0A7K6|RL19_ECOLI	P0A7K6	RL19_ECOLI	rplS	115	Escherichia coli (strain K12)	1:Experimental evidence at protein level	Large ribosomal subunit protein bL19	1.0	0.999	6	96	96	96	2	5	2	3	5	1	2	3	7	9	11	8	10	11	8	9	2	5	2	3	5	1	2	3	7	9	11	8	10	11	8	9	2	5	2	3	5	1	2	3	7	9	11	8	10	11	8	9	11766.027	6904.0674	12455.711	12810.013	11188.509	8452.104	11617.586	12476.853	44844.465	61401.355	57000.875	54756.14	59904.2	37918.273	54659.664	58674.008	6190.4897	5894.679	6026.331	6606.207	5685.9805	3876.538	5570.095	4870.7456	13720.993	19230.2	17132.219	14941.388	17220.291	16203.975	15343.166	18220.324	
sp|P0A7L0|RL1_ECOLI	P0A7L0	RL1_ECOLI	rplA	234	Escherichia coli (strain K12)	1:Experimental evidence at protein level	Large ribosomal subunit protein uL1	1.0	0.999	17	281	281	281	6	9	2	10	9	10	8	12	25	27	28	23	30	28	25	29	6	9	2	10	9	10	8	12	25	27	28	23	30	28	25	29	6	9	2	10	9	10	8	12	25	27	28	23	30	28	25	29	46471.715	38482.53	48765.633	43540.793	46933.83	39607.582	51974.227	45242.645	178375.33	151211.47	153011.5	159626.66	188039.39	185967.28	189107.7	171151.0	10253.727	9748.873	10508.825	9242.638	9988.761	9118.317	10672.093	9015.974	27061.588	22806.018	24499.61	24254.572	24788.982	25791.594	27097.795	25024.043	
sp|P0A7L3|RL20_ECOLI	P0A7L3	RL20_ECOLI	rplT	118	Escherichia coli (strain K12)	1:Experimental evidence at protein level	Large ribosomal subunit protein bL20	1.0	0.999	4	62	62	62	4	3	2	3	3	2	4	4	5	3	4	6	6	5	4	4	4	3	2	3	3	2	4	4	5	3	4	6	6	5	4	4	4	3	2	3	3	2	4	4	5	3	4	6	6	5	4	4	13600.122	13542.494	6937.472	7844.722	14002.117	13051.744	12099.336	12172.287	41015.195	41708.266	44602.617	43598.734	41938.418	41630.29	41404.344	42885.938	5253.726	5215.914	4122.636	4647.132	5394.3354	5036.2803	4668.7886	4903.687	14315.595	14383.795	14958.107	15300.339	14308.038	14465.527	14378.576	14714.891	
sp|P0A7L8|RL27_ECOLI	P0A7L8	RL27_ECOLI	rpmA	85	Escherichia coli (strain K12)	1:Experimental evidence at protein level	Large ribosomal subunit protein bL27	1.0	0.999	4	32	32	32	0	0	1	0	1	1	2	1	4	4	2	4	4	3	2	3	0	0	1	0	1	1	2	1	4	4	2	4	4	3	2	3	0	0	1	0	1	1	2	1	4	4	2	4	4	3	2	3	6168.8955	6659.846	7461.711	6852.8564	6602.339	6401.198	7955.287	5467.463	19815.908	19875.14	19630.861	20547.697	20497.857	20423.46	19512.514	21045.629	3418.1406	3699.4255	4001.1255	3806.19	3646.2224	3537.761	4389.838	3031.8577	9690.451	9655.772	9968.599	10124.51	9750.062	10041.7295	9389.253	10265.834	
sp|P0A7M2|RL28_ECOLI	P0A7M2	RL28_ECOLI	rpmB	78	Escherichia coli (strain K12)	1:Experimental evidence at protein level	Large ribosomal subunit protein bL28	1.0	0.999	1	13	13	13	0	0	0	0	0	0	0	0	2	1	3	1	1	1	2	2	0	0	0	0	0	0	0	0	2	1	3	1	1	1	2	2	0	0	0	0	0	0	0	0	2	1	3	1	1	1	2	2	3221.1348	3203.4736	0.0	3610.3586	3283.0942	2486.0571	3356.6042	3175.6667	11380.762	10685.177	7395.4404	7769.077	14955.137	10780.416	11975.632	13350.0625	3221.1348	3203.4736	0.0	3610.3586	3283.0942	2486.0571	3356.6042	3175.6667	7572.7656	7415.7134	7395.4404	7769.077	9759.873	7290.542	7906.931	8816.023	
sp|P0A7M6|RL29_ECOLI	P0A7M6	RL29_ECOLI	rpmC	63	Escherichia coli (strain K12)	1:Experimental evidence at protein level	Large ribosomal subunit protein uL29	1.0	0.999	2	67	67	67	2	2	1	3	2	3	2	2	4	8	7	7	5	6	6	7	2	2	1	3	2	3	2	2	4	8	7	7	5	6	6	7	2	2	1	3	2	3	2	2	4	8	7	7	5	6	6	7	24272.508	19234.662	22338.293	25756.535	29355.791	26421.61	27092.926	25346.174	58110.44	68279.04	59791.938	61745.777	63065.07	65497.86	66372.09	66892.66	17674.81	19234.662	16197.33	18251.92	18105.219	17706.338	19756.592	19485.256	40007.67	45472.297	40579.25	42857.277	41589.79	42620.133	44253.754	45102.27	
sp|P0A7M9|RL31_ECOLI	P0A7M9	RL31_ECOLI	rpmE	70	Escherichia coli (strain K12)	1:Experimental evidence at protein level	Large ribosomal subunit protein bL31	1.0	0.999	4	50	50	50	2	0	1	0	2	1	1	1	6	7	5	4	5	5	4	6	2	0	1	0	2	1	1	1	6	7	5	4	5	5	4	6	2	0	1	0	2	1	1	1	6	7	5	4	5	5	4	6	5059.5767	5518.1245	5742.2354	9355.447	9143.711	5749.5337	9912.348	5418.9604	40399.062	33194.453	34237.965	43189.43	41772.72	45280.758	36360.883	33117.797	4886.3975	5329.25	4429.9624	5536.889	4913.407	4479.2812	5946.753	5233.48	16703.174	13581.854	14511.67	17725.291	17182.953	19017.678	15137.122	13962.55	
sp|P0A7N4|RL32_ECOLI	P0A7N4	RL32_ECOLI	rpmF	57	Escherichia coli (strain K12)	1:Experimental evidence at protein level	Large ribosomal subunit protein bL32	1.0	0.999	1	25	25	25	1	1	1	1	1	2	1	0	3	2	2	2	2	2	2	2	1	1	1	1	1	2	1	0	3	2	2	2	2	2	2	2	1	1	1	1	1	2	1	0	3	2	2	2	2	2	2	2	0.0	3484.094	1872.2765	6330.618	3474.3357	4502.7993	3303.4395	3592.3804	19791.426	17299.963	16231.641	8032.0107	19331.334	20201.48	18602.836	9558.837	0.0	3426.4858	2273.1755	3455.6282	3416.889	2432.2495	3248.8184	3532.9817	10623.778	9414.986	8693.99	9751.855	10543.071	10779.948	9931.516	9400.785	
sp|P0A7N9|RL33_ECOLI	P0A7N9	RL33_ECOLI	rpmG	55	Escherichia coli (strain K12)	1:Experimental evidence at protein level	Large ribosomal subunit protein bL33	1.0	0.999	3	38	38	38	1	1	0	2	2	0	0	1	4	3	3	4	4	3	6	4	1	1	0	2	2	0	0	1	4	3	3	4	4	3	6	4	1	1	0	2	2	0	0	1	4	3	3	4	4	3	6	4	12539.645	9000.572	9938.678	12815.932	5273.8774	13819.973	8850.496	8393.443	46917.77	43652.203	47701.734	43392.812	44787.0	37124.668	45363.37	48130.266	5581.33	4811.0537	5256.122	5439.1133	5743.345	5851.612	6402.9165	4470.234	18022.404	16539.486	18361.488	16612.969	17281.947	17750.994	17305.41	18397.537	
sp|P0A7P5|RL34_ECOLI	P0A7P5	RL34_ECOLI	rpmH	46	Escherichia coli (strain K12)	1:Experimental evidence at protein level	Large ribosomal subunit protein bL34	1.0	0.9989	2	20	20	20	0	0	1	0	0	0	0	0	3	2	2	2	2	3	3	2	0	0	1	0	0	0	0	0	3	2	2	2	2	3	3	2	0	0	1	0	0	0	0	0	3	2	2	2	2	3	3	2	5646.797	5255.911	4995.209	6057.911	5427.772	5288.813	5721.601	3980.8984	16887.188	18912.184	18918.037	18052.527	7094.1396	8563.247	17428.023	17906.193	3190.4243	2889.8914	4899.225	3334.781	3008.132	2888.536	3237.7898	3904.4048	9586.782	10659.65	10567.812	10032.177	9337.771	11271.507	9831.786	10133.01	
sp|P0A7Q1|RL35_ECOLI	P0A7Q1	RL35_ECOLI	rpmI	65	Escherichia coli (strain K12)	1:Experimental evidence at protein level	Large ribosomal subunit protein bL35	0.951	0.999	1	28	28	28	2	1	2	1	1	1	2	1	2	2	3	3	1	2	1	3	2	1	2	1	1	1	2	1	2	2	3	3	1	2	1	3	2	1	2	1	1	1	2	1	2	2	3	3	1	2	1	3	8071.3525	8227.552	6852.232	8720.449	8232.3	7812.1904	8365.541	6809.854	11072.16	12627.167	13398.795	0.0	13234.284	13467.283	14630.672	14851.176	8071.3525	8227.552	6852.232	8720.449	8232.3	7812.1904	8365.541	6809.854	11072.16	12627.167	13398.795	0.0	13234.284	13467.283	14630.672	14851.176	
sp|P0A7R1|RL9_ECOLI	P0A7R1	RL9_ECOLI	rplI	149	Escherichia coli (strain K12)	1:Experimental evidence at protein level	Large ribosomal subunit protein bL9	1.0	0.999	10	240	240	240	9	10	5	11	6	7	10	12	20	24	23	19	17	24	22	21	9	10	5	11	6	7	10	12	20	24	23	19	17	24	22	21	9	10	5	11	6	7	10	12	20	24	23	19	17	24	22	21	41427.22	58565.79	48141.32	55657.074	52894.254	39507.125	59334.656	55675.305	168192.25	181290.39	177808.62	176297.61	174939.53	184736.52	180819.06	157138.94	8451.975	8839.495	8693.948	7795.155	8143.5073	7734.4995	8106.453	8174.155	21745.795	23024.752	22565.771	22075.863	22144.346	23504.29	23033.607	22517.697	
sp|P0A7R5|RS10_ECOLI	P0A7R5	RS10_ECOLI	rpsJ	103	Escherichia coli (strain K12)	1:Experimental evidence at protein level	Small ribosomal subunit protein uS10	1.0	0.999	7	121	121	121	5	1	1	5	2	6	9	2	10	10	13	9	14	15	9	10	5	1	1	5	2	6	9	2	10	10	13	9	14	15	9	10	5	1	1	5	2	6	9	2	10	10	13	9	14	15	9	10	18862.717	22125.117	14138.037	20785.156	21096.398	21944.549	18443.271	16784.336	70846.2	71317.03	73249.33	73175.36	71521.16	74314.164	76451.34	75018.52	6149.1333	6972.033	6115.6997	5938.447	6396.3115	6659.1445	7969.341	5709.1885	19987.67	18332.756	18911.877	19383.168	18957.273	18228.11	18906.562	19038.865	
sp|P0A7R9|RS11_ECOLI	P0A7R9	RS11_ECOLI	rpsK	129	Escherichia coli (strain K12)	1:Experimental evidence at protein level	Small ribosomal subunit protein uS11	1.0	0.999	6	93	93	93	2	3	3	5	5	4	2	4	10	7	10	6	5	10	8	9	2	3	3	5	5	4	2	4	10	7	10	6	5	10	8	9	2	3	3	5	5	4	2	4	10	7	10	6	5	10	8	9	17002.922	19458.32	18305.945	19512.357	19702.719	18372.395	20138.504	19874.373	65549.375	69437.18	69803.14	64448.656	65364.58	55918.01	63990.97	53564.582	6782.9434	7558.8877	7141.066	7609.6523	7985.8345	7055.9917	7895.3936	7541.4214	23653.988	22464.824	22967.191	22923.703	21920.875	24121.988	21226.406	23101.428	
sp|P0A7S3|RS12_ECOLI	P0A7S3	RS12_ECOLI	rpsL	124	Escherichia coli (strain K12)	1:Experimental evidence at protein level	Small ribosomal subunit protein uS12	1.0	0.999	5	71	71	71	2	3	1	3	3	3	2	3	6	8	6	7	6	5	6	7	2	3	1	3	3	3	2	3	6	8	6	7	6	5	6	7	2	3	1	3	3	3	2	3	6	8	6	7	6	5	6	7	20668.66	14865.744	19017.975	18266.152	21152.63	16077.669	21093.24	20848.314	57956.65	60938.316	65526.95	58894.22	62151.688	67547.41	64669.523	61345.25	8804.852	9148.318	7980.638	7886.269	8324.743	6135.436	7829.1396	6950.636	23145.547	24978.688	24473.686	22914.16	23287.986	25464.887	24360.824	22793.363	
sp|P0A7S9|RS13_ECOLI	P0A7S9	RS13_ECOLI	rpsM	118	Escherichia coli (strain K12)	1:Experimental evidence at protein level	Small ribosomal subunit protein uS13	1.0	0.999	9	119	119	119	3	3	1	4	5	3	5	5	10	15	11	11	10	11	11	11	3	3	1	4	5	3	5	5	10	15	11	11	10	11	11	11	3	3	1	4	5	3	5	5	10	15	11	11	10	11	11	11	34405.8	21284.61	30113.965	27574.207	32855.93	30639.93	32428.465	29981.697	107296.25	122153.445	110949.96	109428.59	105824.04	108208.46	111004.65	120201.99	7976.78	7419.37	7382.119	7261.255	7596.9907	7225.5537	7263.8315	7225.445	20167.361	23027.227	21527.77	19955.197	22249.393	20021.463	23019.861	21133.988	
sp|P0A7T3|RS16_ECOLI	P0A7T3	RS16_ECOLI	rpsP	82	Escherichia coli (strain K12)	1:Experimental evidence at protein level	Small ribosomal subunit protein bS16	1.0	0.999	4	66	66	66	2	2	0	1	2	1	1	3	8	8	5	5	7	6	7	8	2	2	0	1	2	1	1	3	8	8	5	5	7	6	7	8	2	2	0	1	2	1	1	3	8	8	5	5	7	6	7	8	21152.55	18219.623	20112.984	13536.945	14822.986	14636.602	14075.736	17554.93	68888.36	69210.83	73905.31	66971.445	73057.34	73608.664	73857.32	69984.52	6681.5186	5665.3076	5527.272	5453.1255	6343.607	5412.1123	6153.5674	5720.2334	18384.414	18024.32	19393.824	18794.723	19016.846	19388.613	19595.746	18459.918	
sp|P0A7T7|RS18_ECOLI	P0A7T7	RS18_ECOLI	rpsR	75	Escherichia coli (strain K12)	1:Experimental evidence at protein level	Small ribosomal subunit protein bS18	1.0	0.999	6	74	74	74	2	1	0	1	2	3	0	3	8	7	11	8	6	7	8	7	2	1	0	1	2	3	0	3	8	7	11	8	6	7	8	7	2	1	0	1	2	3	0	3	8	7	11	8	6	7	8	7	14356.42	10378.079	15334.339	15348.262	13517.834	11429.222	7755.629	11313.849	50097.355	44619.207	46476.992	34763.27	54660.477	51790.617	42158.992	40049.7	4172.649	4064.2327	4504.5137	4378.938	3968.839	4595.506	4095.8645	4617.844	12556.631	11230.916	11837.538	10417.418	13161.728	12980.944	12237.26	12052.508	
sp|P0A7U3|RS19_ECOLI	P0A7U3	RS19_ECOLI	rpsS	92	Escherichia coli (strain K12)	1:Experimental evidence at protein level	Small ribosomal subunit protein uS19	1.0	0.999	6	111	99	111	2	1	0	2	2	3	3	2	5	9	15	13	12	15	14	13	1	1	0	1	2	3	2	2	4	8	14	12	11	14	12	12	2	1	0	2	2	3	3	2	5	9	15	13	12	15	14	13	7684.7637	4354.814	4528.7705	3233.3684	8867.047	8224.803	10927.156	8468.362	37588.15	44010.996	43470.312	24777.324	42565.195	43631.332	49567.69	48780.375	4533.8545	4155.956	4321.9688	5033.733	4169.799	5005.988	6651.1426	5177.621	10684.311	10345.017	10737.041	8346.46	11169.95	11302.888	12578.122	11506.316	
sp|P0A7U7|RS20_ECOLI	P0A7U7	RS20_ECOLI	rpsT	87	Escherichia coli (strain K12)	1:Experimental evidence at protein level	Small ribosomal subunit protein bS20	1.0	0.999	4	74	74	74	2	3	3	2	3	5	1	3	7	7	6	7	6	7	5	7	2	3	3	2	3	5	1	3	7	7	6	7	6	7	5	7	2	3	3	2	3	5	1	3	7	7	6	7	6	7	5	7	21380.838	19549.918	22271.527	21090.973	25133.633	14221.335	17193.018	20851.33	49565.035	63037.727	64701.31	65659.75	64878.902	69593.53	68668.38	62427.227	7163.9316	6805.116	6677.7974	7294.7363	7530.24	7011.246	7003.5483	7100.964	19935.654	18849.412	18998.754	19501.314	19138.156	20651.709	20530.496	18541.383	
sp|P0A7V0|RS2_ECOLI	P0A7V0	RS2_ECOLI	rpsB	241	Escherichia coli (strain K12)	1:Experimental evidence at protein level	Small ribosomal subunit protein uS2	1.0	0.999	11	217	217	217	6	6	4	6	4	6	7	3	22	21	23	23	21	22	23	20	6	6	4	6	4	6	7	3	22	21	23	23	21	22	23	20	6	6	4	6	4	6	7	3	22	21	23	23	21	22	23	20	39320.41	39254.516	31828.305	35375.926	41854.477	35223.383	46200.31	37433.066	153523.4	163209.75	174564.86	173398.92	170810.78	180847.52	179112.88	182160.67	9287.153	8733.461	8461.987	9407.996	8218.6045	9158.559	9833.577	7944.339	24062.742	24033.365	24970.828	26501.7	24938.941	25016.023	25786.11	25505.648	
sp|P0A7V3|RS3_ECOLI	P0A7V3	RS3_ECOLI	rpsC	233	Escherichia coli (strain K12)	1:Experimental evidence at protein level	Small ribosomal subunit protein uS3	1.0	0.999	12	166	166	166	5	6	2	8	8	7	8	6	12	14	18	11	14	13	19	15	5	6	2	8	8	7	8	6	12	14	18	11	14	13	19	15	5	6	2	8	8	7	8	6	12	14	18	11	14	13	19	15	37657.926	33962.223	33741.527	40827.83	43040.6	41236.355	42079.258	41441.4	135098.66	140327.84	150395.39	161569.95	162585.84	134350.38	143569.23	160510.8	6959.0757	7214.2466	6693.326	7428.1797	7743.342	6905.8843	7824.313	7128.7617	21341.44	21192.15	20161.9	22085.154	21812.691	20939.332	22183.756	21523.066	
sp|P0A7V8|RS4_ECOLI	P0A7V8	RS4_ECOLI	rpsD	206	Escherichia coli (strain K12)	1:Experimental evidence at protein level	Small ribosomal subunit protein uS4	1.0	0.999	12	282	282	282	12	8	9	11	12	14	12	14	19	23	23	28	21	27	25	24	12	8	9	11	12	14	12	14	19	23	23	28	21	27	25	24	12	8	9	11	12	14	12	14	19	23	23	28	21	27	25	24	58460.535	54747.832	46037.3	46620.582	57869.902	56872.227	59639.125	53089.914	174718.16	160160.02	113237.73	182084.44	186171.61	176620.75	180399.84	182180.62	9554.1875	8881.787	9725.057	8563.85	9802.233	9067.765	9047.75	8805.445	26309.557	27718.045	26622.568	27345.371	27177.04	26691.865	25992.895	27264.559	
sp|P0A7W1|RS5_ECOLI	P0A7W1	RS5_ECOLI	rpsE	167	Escherichia coli (strain K12)	1:Experimental evidence at protein level	Small ribosomal subunit protein uS5	1.0	0.999	11	197	197	197	8	5	5	8	7	6	6	7	17	14	16	20	20	17	20	21	8	5	5	8	7	6	6	7	17	14	16	20	20	17	20	21	8	5	5	8	7	6	6	7	17	14	16	20	20	17	20	21	51854.17	52482.04	54237.266	52249.926	39937.387	52859.332	56435.484	47713.793	171059.17	160807.5	164863.05	153401.34	174345.9	152145.66	169949.89	168265.02	10359.31	10742.565	11131.192	10839.142	10649.442	10966.164	11252.574	9868.452	31199.988	30729.494	29851.508	30028.81	30573.771	30380.793	31395.424	30249.52	
sp|P0A7W7|RS8_ECOLI	P0A7W7	RS8_ECOLI	rpsH	130	Escherichia coli (strain K12)	1:Experimental evidence at protein level	Small ribosomal subunit protein uS8	1.0	0.999	8	123	123	123	5	3	1	6	3	5	5	4	12	13	13	11	11	12	10	9	5	3	1	6	3	5	5	4	12	13	13	11	11	12	10	9	5	3	1	6	3	5	5	4	12	13	13	11	11	12	10	9	31234.4	29749.61	35019.605	33994.395	35083.176	27891.94	33556.973	29835.293	96419.97	111576.05	109748.484	110461.05	117976.8	114493.1	104945.0	119309.914	7901.1543	8103.576	7631.715	8033.686	7554.843	8234.465	8096.0386	7086.3447	21977.27	22091.727	22154.246	22375.691	22597.252	22427.885	20855.18	22374.068	
sp|P0A7X3|RS9_ECOLI	P0A7X3	RS9_ECOLI	rpsI	130	Escherichia coli (strain K12)	1:Experimental evidence at protein level	Small ribosomal subunit protein uS9	1.0	0.999	7	150	150	150	6	5	4	6	4	5	6	8	13	14	12	12	13	15	13	14	6	5	4	6	4	5	6	8	13	14	12	12	13	15	13	14	6	5	4	6	4	5	6	8	13	14	12	12	13	15	13	14	35807.312	32697.545	35236.92	27587.709	38366.54	27575.285	31375.342	30259.695	103941.24	96796.11	103861.03	110625.52	93492.66	91527.79	104726.95	101109.27	6439.5186	6281.649	6753.1494	6950.0503	7278.4233	6369.673	6411.971	6920.1304	19074.865	17759.953	18661.188	19509.684	18992.543	18493.068	17334.33	17133.32	
sp|P0A7Z0|RPIA_ECOLI	P0A7Z0	RPIA_ECOLI	rpiA	219	Escherichia coli (strain K12)	1:Experimental evidence at protein level	Ribose-5-phosphate isomerase A	1.0	0.999	3	18	18	18	1	0	0	1	0	0	0	1	1	2	1	2	2	4	2	1	1	0	0	1	0	0	0	1	1	2	1	2	2	4	2	1	1	0	0	1	0	0	0	1	1	2	1	2	2	4	2	1	3406.6108	0.0	3104.9604	0.0	0.0	0.0	0.0	1692.6587	14245.375	9010.294	13184.063	12640.201	11814.308	16017.001	13717.248	13131.471	3406.6108	0.0	3104.9604	0.0	0.0	0.0	0.0	1692.6587	9037.742	9010.294	8419.866	8132.7856	7609.2407	10112.276	8831.637	8457.262	
