Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	A50_1 Spectral Count	A50_2 Spectral Count	A50_3 Spectral Count	A50_4 Spectral Count	A50_5 Spectral Count	A50_6 Spectral Count	A50_7 Spectral Count	A50_8 Spectral Count	B50_1 Spectral Count	B50_2 Spectral Count	B50_3 Spectral Count	B50_4 Spectral Count	B50_5 Spectral Count	B50_6 Spectral Count	B50_7 Spectral Count	B50_8 Spectral Count	A50_1 Unique Spectral Count	A50_2 Unique Spectral Count	A50_3 Unique Spectral Count	A50_4 Unique Spectral Count	A50_5 Unique Spectral Count	A50_6 Unique Spectral Count	A50_7 Unique Spectral Count	A50_8 Unique Spectral Count	B50_1 Unique Spectral Count	B50_2 Unique Spectral Count	B50_3 Unique Spectral Count	B50_4 Unique Spectral Count	B50_5 Unique Spectral Count	B50_6 Unique Spectral Count	B50_7 Unique Spectral Count	B50_8 Unique Spectral Count	A50_1 Total Spectral Count	A50_2 Total Spectral Count	A50_3 Total Spectral Count	A50_4 Total Spectral Count	A50_5 Total Spectral Count	A50_6 Total Spectral Count	A50_7 Total Spectral Count	A50_8 Total Spectral Count	B50_1 Total Spectral Count	B50_2 Total Spectral Count	B50_3 Total Spectral Count	B50_4 Total Spectral Count	B50_5 Total Spectral Count	B50_6 Total Spectral Count	B50_7 Total Spectral Count	B50_8 Total Spectral Count	A50_1 Intensity	A50_2 Intensity	A50_3 Intensity	A50_4 Intensity	A50_5 Intensity	A50_6 Intensity	A50_7 Intensity	A50_8 Intensity	B50_1 Intensity	B50_2 Intensity	B50_3 Intensity	B50_4 Intensity	B50_5 Intensity	B50_6 Intensity	B50_7 Intensity	B50_8 Intensity	A50_1 MaxLFQ Intensity	A50_2 MaxLFQ Intensity	A50_3 MaxLFQ Intensity	A50_4 MaxLFQ Intensity	A50_5 MaxLFQ Intensity	A50_6 MaxLFQ Intensity	A50_7 MaxLFQ Intensity	A50_8 MaxLFQ Intensity	B50_1 MaxLFQ Intensity	B50_2 MaxLFQ Intensity	B50_3 MaxLFQ Intensity	B50_4 MaxLFQ Intensity	B50_5 MaxLFQ Intensity	B50_6 MaxLFQ Intensity	B50_7 MaxLFQ Intensity	B50_8 MaxLFQ Intensity	Indistinguishable Proteins
sp|P07910|HNRPC_HUMAN	P07910	HNRPC_HUMAN	HNRNPC	306	Homo sapiens	1:Experimental evidence at protein level	Heterogeneous nuclear ribonucleoproteins C1/C2	1.0	0.999	13	235	166	235	15	14	13	12	16	15	15	14	11	16	15	15	15	16	20	13	9	9	8	8	12	12	12	10	6	11	12	12	11	10	14	10	15	14	13	12	16	15	15	14	11	16	15	15	15	16	20	13	94604.72	71471.67	91021.414	75797.234	92620.5	90528.08	89399.14	98701.35	85516.46	84469.51	91456.93	86014.086	87529.07	82335.35	95650.2	99123.21	17333.305	16422.115	17394.553	18008.115	17695.922	17410.564	16912.81	18033.7	17832.756	17816.193	17785.486	18883.4	18162.576	17594.473	19697.338	18259.06	
sp|P07919|QCR6_HUMAN	P07919	QCR6_HUMAN	UQCRH	91	Homo sapiens	1:Experimental evidence at protein level	Cytochrome b-c1 complex subunit 6, mitochondrial	0.948	0.9981	1	2	2	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P07954|FUMH_HUMAN	P07954	FUMH_HUMAN	FH	510	Homo sapiens	1:Experimental evidence at protein level	Fumarate hydratase, mitochondrial	1.0	0.999	11	132	132	132	9	11	9	3	7	5	6	5	7	9	13	12	7	10	11	8	9	11	9	3	7	5	6	5	7	9	13	12	7	10	11	8	9	11	9	3	7	5	6	5	7	9	13	12	7	10	11	8	32965.895	21393.227	16292.046	20633.574	21786.021	21496.828	19590.887	21780.902	20785.941	31271.822	16900.67	28531.625	30626.545	24590.53	20613.555	29982.469	7262.732	7326.5195	7439.3545	7772.4966	7102.044	8987.907	6354.4443	6704.5063	6550.3726	6874.9355	8092.552	6410.9653	8022.6226	7263.193	7060.614	7857.0776	
sp|P08134|RHOC_HUMAN	P08134	RHOC_HUMAN	RHOC	193	Homo sapiens	1:Experimental evidence at protein level	Rho-related GTP-binding protein RhoC	0.9344	0.9976	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|P61586|RHOA_HUMAN
sp|P08238|HS90B_HUMAN	P08238	HS90B_HUMAN	HSP90AB1	724	Homo sapiens	1:Experimental evidence at protein level	Heat shock protein HSP 90-beta	1.0	0.999	40	1018	504	1018	62	58	58	45	63	51	71	63	62	79	65	76	51	67	75	72	35	34	30	25	31	25	37	26	30	40	28	37	28	32	33	33	62	58	58	45	63	51	71	63	62	79	65	76	51	67	75	72	449509.28	462356.53	405624.9	421243.1	470983.53	444753.1	446895.4	478618.12	515578.94	494023.75	497401.84	499886.75	450230.53	514651.12	498537.62	421050.7	43459.035	45376.633	43497.633	42150.39	44558.055	44926.355	42657.566	44631.906	49721.16	50281.293	50388.79	49805.95	46238.55	49108.14	48601.047	46741.867	
sp|P08243|ASNS_HUMAN	P08243	ASNS_HUMAN	ASNS	561	Homo sapiens	1:Experimental evidence at protein level	Asparagine synthetase [glutamine-hydrolyzing]	1.0	0.999	2	24	24	24	1	1	2	2	2	2	3	2	1	0	2	2	1	1	1	1	1	1	2	2	2	2	3	2	1	0	2	2	1	1	1	1	1	1	2	2	2	2	3	2	1	0	2	2	1	1	1	1	4905.658	5654.3413	5552.322	7544.4297	6590.583	6402.946	0.0	6164.3394	4905.2266	0.0	4010.9082	0.0	5521.2354	3992.8816	4940.098	5343.518	4905.658	5654.3413	5552.322	7544.4297	6590.583	6402.946	0.0	6164.3394	4905.2266	0.0	4010.9082	0.0	5521.2354	3992.8816	4940.098	5343.518	
sp|P08397|HEM3_HUMAN	P08397	HEM3_HUMAN	HMBS	361	Homo sapiens	1:Experimental evidence at protein level	Porphobilinogen deaminase	1.0	0.999	9	149	149	149	11	11	7	7	9	9	8	12	8	5	10	14	8	10	10	10	11	11	7	7	9	9	8	12	8	5	10	14	8	10	10	10	11	11	7	7	9	9	8	12	8	5	10	14	8	10	10	10	22198.04	25057.314	27686.463	20345.285	17188.47	9832.525	24834.35	26987.19	20308.502	28571.324	22711.326	26084.242	17581.38	21514.812	28689.227	26457.12	7598.837	7889.9116	7757.3335	7887.792	7191.783	7263.16	9011.433	9031.644	7076.9907	7775.2183	7202.223	7556.363	7405.032	6949.013	7257.883	7062.335	
sp|P08621|RU17_HUMAN	P08621	RU17_HUMAN	SNRNP70	437	Homo sapiens	1:Experimental evidence at protein level	U1 small nuclear ribonucleoprotein 70 kDa	1.0	0.999	2	40	40	40	3	1	1	2	3	1	4	3	2	2	3	2	3	3	4	3	3	1	1	2	3	1	4	3	2	2	3	2	3	3	4	3	3	1	1	2	3	1	4	3	2	2	3	2	3	3	4	3	2530.5488	0.0	0.0	5122.242	1747.898	3056.5479	2993.6846	5838.879	5772.08	4021.6501	3178.705	2717.4048	2848.2805	5240.7637	4517.1543	3808.1614	2559.741	0.0	0.0	2904.905	1768.0615	3091.8079	3028.2195	3070.7566	3029.2397	2244.5803	3215.3745	2748.7524	3365.5586	2820.7278	2353.4907	2092.4592	
sp|P08670|VIME_HUMAN	P08670	VIME_HUMAN	VIM	466	Homo sapiens	1:Experimental evidence at protein level	Vimentin	1.0	0.999	15	93	92	120	5	3	6	4	6	6	9	6	4	4	8	9	4	6	5	8	5	3	6	4	6	6	9	6	4	4	8	9	4	5	5	8	7	3	7	5	7	8	11	8	6	7	10	12	4	8	7	10	21180.229	28484.818	22828.84	29299.914	31494.02	37659.92	22139.508	28424.625	31866.807	30709.703	33820.656	34288.74	33042.45	30651.059	33814.46	25005.041	11261.581	10092.812	10232.124	11570.543	11254.4375	12682.682	11169.375	12259.419	10375.55	9109.434	9906.411	9960.008	11224.201	9909.915	11159.708	10347.305	
sp|P08708|RS17_HUMAN	P08708	RS17_HUMAN	RPS17	135	Homo sapiens	1:Experimental evidence at protein level	Small ribosomal subunit protein eS17	1.0	0.999	7	135	135	135	11	13	6	9	9	6	7	8	7	12	8	7	5	11	7	9	11	13	6	9	9	6	7	8	7	12	8	7	5	11	7	9	11	13	6	9	9	6	7	8	7	12	8	7	5	11	7	9	19776.932	16313.621	18326.129	28934.438	20578.38	20789.44	18620.652	22565.674	14535.465	16847.566	20802.31	23410.607	18736.314	21071.39	19899.055	19271.363	7262.356	6979.834	8003.8486	9317.642	8501.402	8986.598	8131.475	8179.587	5488.1	5912.3823	6053.3936	5948.5645	6854.6245	6609.322	5994.9204	6072.07	
sp|P08727|K1C19_HUMAN	P08727	K1C19_HUMAN	KRT19	400	Homo sapiens	1:Experimental evidence at protein level	Keratin, type I cytoskeletal 19	1.0	0.999	1	3	0	3	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|P13646|K1C13_HUMAN
sp|P08758|ANXA5_HUMAN	P08758	ANXA5_HUMAN	ANXA5	320	Homo sapiens	1:Experimental evidence at protein level	Annexin A5	0.9718	0.999	1	18	18	18	1	1	1	1	2	1	1	1	1	1	1	0	2	1	1	2	1	1	1	1	2	1	1	1	1	1	1	0	2	1	1	2	1	1	1	1	2	1	1	1	1	1	1	0	2	1	1	2	7173.0947	5456.142	5593.8936	7878.466	6024.628	7218.55	6833.6074	7777.171	4539.0767	5241.092	4839.0244	6073.3896	5922.675	5744.393	4465.7847	6239.147	7173.0947	5456.142	5593.8936	7878.466	6024.628	7218.55	6833.6074	7777.171	4539.0767	5241.092	4839.0244	6073.3896	5922.675	5744.393	4465.7847	6239.147	
sp|P08865|RSSA_HUMAN	P08865	RSSA_HUMAN	RPSA	295	Homo sapiens	1:Experimental evidence at protein level	Small ribosomal subunit protein uS2	1.0	0.999	11	194	130	194	8	12	17	13	11	14	13	12	10	8	11	12	12	13	14	14	6	10	12	9	8	10	6	7	6	6	10	8	9	7	7	9	8	12	17	13	11	14	13	12	10	8	11	12	12	13	14	14	51194.027	55085.043	44672.766	43539.215	48013.484	57141.13	47595.957	65508.266	54230.73	53861.473	50994.832	53641.457	63904.47	53155.805	47365.996	43096.18	13971.3125	12983.168	11718.581	13959.982	13646.521	13842.353	12953.676	14154.234	13935.486	13882.425	14059.07	13492.594	14210.829	13364.428	13595.834	12514.042	
sp|P09012|SNRPA_HUMAN	P09012	SNRPA_HUMAN	SNRPA	282	Homo sapiens	1:Experimental evidence at protein level	U1 small nuclear ribonucleoprotein A	1.0	0.9986	2	13	2	13	1	1	1	0	1	0	1	1	2	1	2	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	1	0	1	0	1	1	2	1	2	0	0	1	0	1	7865.3174	1800.484	3558.324	7338.479	2950.9758	2760.431	2837.3286	1906.6431	6254.2773	3063.635	3298.1394	8532.754	8063.7896	7145.2207	6988.9824	10000.136	3795.9187	2268.0225	4482.3276	3298.7698	3717.2668	3477.2424	3574.1086	2401.7483	3568.5825	3859.1807	4154.5796	4122.255	3850.2874	3799.054	3209.3743	4449.7446	
sp|P09211|GSTP1_HUMAN	P09211	GSTP1_HUMAN	GSTP1	210	Homo sapiens	1:Experimental evidence at protein level	Glutathione S-transferase P	1.0	0.999	11	387	387	387	28	25	23	24	27	18	27	22	19	21	22	25	24	29	26	27	28	25	23	24	27	18	27	22	19	21	22	25	24	29	26	27	28	25	23	24	27	18	27	22	19	21	22	25	24	29	26	27	104124.68	100040.05	102112.31	93117.51	106135.75	101144.69	99847.98	93993.586	83843.57	79754.05	83909.72	96050.54	96849.97	95743.84	88742.41	98411.336	17652.389	17085.91	16952.158	17524.264	17965.91	16700.648	16948.264	16967.672	17311.64	18175.965	16906.26	17385.65	18624.457	18329.766	17719.465	19049.766	
sp|P09232|PRTB_YEAST	P09232	PRTB_YEAST	PRB1	635	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Cerevisin	1.0	0.999	3	11	11	11	2	2	0	0	0	0	2	3	0	0	0	1	0	0	1	0	2	2	0	0	0	0	2	3	0	0	0	1	0	0	1	0	2	2	0	0	0	0	2	3	0	0	0	1	0	0	1	0	0.0	0.0	3596.3809	0.0	0.0	3580.429	5765.5986	5078.9185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3596.3809	0.0	0.0	3580.429	3529.5415	5078.9185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P09382|LEG1_HUMAN	P09382	LEG1_HUMAN	LGALS1	135	Homo sapiens	1:Experimental evidence at protein level	Galectin-1	1.0	0.999	4	9	9	9	0	0	1	1	0	0	0	0	0	1	1	3	0	1	0	1	0	0	1	1	0	0	0	0	0	1	1	3	0	1	0	1	0	0	1	1	0	0	0	0	0	1	1	3	0	1	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4371.1694	5424.6074	4704.128	7058.7207	4388.2324	4436.7344	3148.7375	2416.3342	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2545.0598	3080.4229	2740.0454	2821.736	2577.8352	2556.338	3170.0225	2432.6682	
sp|P09429|HMGB1_HUMAN	P09429	HMGB1_HUMAN	HMGB1	215	Homo sapiens	1:Experimental evidence at protein level	High mobility group protein B1	1.0	0.999	6	60	3	60	2	4	2	1	4	1	7	3	4	4	6	5	4	5	4	4	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	2	4	2	1	4	1	7	3	4	4	6	5	4	5	4	4	20402.28	25476.111	23430.477	21219.484	20180.172	23464.27	27774.822	23101.766	27914.434	31136.049	30284.553	26780.902	11134.689	32467.133	19265.783	32182.69	6694.9907	7717.5376	7108.792	7961.5537	7924.9985	8139.2173	8077.79	7497.506	8003.222	9041.618	8212.359	8335.871	8551.859	9169.508	8281.108	8804.383	
sp|P09436|SYIC_YEAST	P09436	SYIC_YEAST	ILS1	1072	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Isoleucine--tRNA ligase, cytoplasmic	0.9718	0.999	1	6	6	6	1	0	1	0	0	1	2	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	2	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	2	1	0	0	0	0	0	0	0	0	0.0	1053.4117	0.0	2727.5261	2017.2307	2622.9617	1482.7379	2610.0688	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1053.4117	0.0	2727.5261	2017.2307	2622.9617	1482.7379	2610.0688	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P09622|DLDH_HUMAN	P09622	DLDH_HUMAN	DLD	509	Homo sapiens	1:Experimental evidence at protein level	Dihydrolipoyl dehydrogenase, mitochondrial	1.0	0.999	5	61	61	61	4	3	3	2	4	3	4	5	2	5	5	4	4	7	4	2	4	3	3	2	4	3	4	5	2	5	5	4	4	7	4	2	4	3	3	2	4	3	4	5	2	5	5	4	4	7	4	2	10582.121	10855.77	4673.1206	11072.807	15230.136	16033.295	7176.662	14787.044	10815.367	10219.671	9962.073	12310.669	14489.654	14768.067	12540.755	10119.191	4678.183	4303.7827	4842.99	4822.4844	5361.724	5132.0444	4786.847	4966.3726	4564.787	4100.2476	4554.543	4957.651	5976.4727	4791.1226	5292.897	4476.7144	
sp|P09624|DLDH_YEAST	P09624	DLDH_YEAST	LPD1	499	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Dihydrolipoyl dehydrogenase, mitochondrial	0.9718	0.999	1	14	14	14	1	1	1	1	1	2	2	3	0	0	0	0	0	1	1	0	1	1	1	1	1	2	2	3	0	0	0	0	0	1	1	0	1	1	1	1	1	2	2	3	0	0	0	0	0	1	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P09651|ROA1_HUMAN	P09651	ROA1_HUMAN	HNRNPA1	372	Homo sapiens	1:Experimental evidence at protein level	Heterogeneous nuclear ribonucleoprotein A1	1.0	0.999	22	284	13	345	18	19	13	7	22	13	19	19	17	21	17	29	12	18	24	16	1	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	21	24	15	11	25	17	23	22	22	26	22	32	14	22	28	21	116606.52	123902.13	122703.125	104998.12	131425.73	124376.49	136798.62	120345.945	132260.28	159704.16	121337.92	150407.77	136170.34	132121.31	154552.89	149718.86	34905.07	35141.586	38412.668	34011.926	33716.93	33823.02	36498.08	34143.824	38665.324	41990.566	38664.152	40994.453	37592.266	38005.54	37011.285	38310.6	
sp|P09733|TBA1_YEAST	P09733	TBA1_YEAST	TUB1	447	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Tubulin alpha-1 chain	0.9995	0.999	3	3	0	17	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	1	2	2	2	0	1	0	3	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|P09734|TBA3_YEAST
sp|P09874|PARP1_HUMAN	P09874	PARP1_HUMAN	PARP1	1014	Homo sapiens	1:Experimental evidence at protein level	Poly [ADP-ribose] polymerase 1	1.0	0.999	7	31	31	31	1	1	2	3	3	0	3	0	1	1	1	5	0	4	4	2	1	1	2	3	3	0	3	0	1	1	1	5	0	4	4	2	1	1	2	3	3	0	3	0	1	1	1	5	0	4	4	2	4303.285	0.0	2394.979	0.0	2208.0442	6039.2676	5366.2354	2041.5802	3284.4363	4073.8323	4472.663	11859.371	4460.8877	1754.4412	5676.2783	5570.924	1918.5084	0.0	5059.7593	0.0	4664.831	4015.3022	3363.1416	1964.4304	3160.3198	3919.885	3503.023	3435.69	2961.1807	3052.2607	3748.3655	3421.6077	
sp|P09938|RIR2_YEAST	P09938	RIR2_YEAST	RNR2	399	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Ribonucleoside-diphosphate reductase small chain 1	1.0	0.999	3	48	48	48	2	4	2	5	6	3	5	3	2	3	4	2	1	1	3	2	2	4	2	5	6	3	5	3	2	3	4	2	1	1	3	2	2	4	2	5	6	3	5	3	2	3	4	2	1	1	3	2	17974.594	17071.277	20005.371	19876.86	20685.764	16927.102	14745.937	19126.54	1940.2526	3675.339	3203.1528	5037.505	4797.171	5516.059	5022.129	5042.8696	6055.2236	5949.217	6956.934	7054.8906	6666.7915	5817.0566	6830.103	6110.6006	3362.2913	3604.0427	3141.016	3155.0474	3029.0295	2421.299	2930.7002	2467.664	
sp|P09972|ALDOC_HUMAN	P09972	ALDOC_HUMAN	ALDOC	364	Homo sapiens	1:Experimental evidence at protein level	Fructose-bisphosphate aldolase C	1.0	0.999	7	21	21	140	1	1	1	0	2	0	2	0	0	2	3	3	0	2	2	2	1	1	1	0	2	0	2	0	0	2	3	3	0	2	2	2	7	6	9	10	9	7	10	7	9	10	9	9	7	10	10	11	0.0	0.0	7297.665	0.0	3682.4658	0.0	6044.3174	0.0	7088.8564	7889.3223	9530.508	2607.3574	2037.5239	1396.6719	1956.0032	6877.8477	0.0	0.0	3535.9712	0.0	6388.7856	0.0	4042.1152	0.0	4740.647	4471.126	3639.672	3907.3516	4444.153	2093.0342	2931.2405	4599.5356	
sp|P0C0S5|H2AZ_HUMAN	P0C0S5	H2AZ_HUMAN	H2AZ1	128	Homo sapiens	1:Experimental evidence at protein level	Histone H2A.Z	1.0	0.999	4	45	0	104	2	2	2	1	1	4	3	4	3	3	2	4	2	3	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	7	6	4	3	8	6	8	7	7	5	8	4	8	7	10	10510.566	9786.285	12176.686	9325.256	9414.887	10449.715	7990.375	7789.787	13794.869	11784.9375	12111.049	7970.426	12993.036	3623.8022	12232.711	11765.461	5898.086	5462.2803	6826.2617	5034.6206	5256.6924	5881.206	4432.144	4282.284	7762.4956	6598.101	6813.1396	8235.195	7255.1284	3744.1812	6842.884	6571.563	sp|Q71UI9|H2AV_HUMAN
sp|P0C0T4|RS25B_YEAST	P0C0T4	RS25B_YEAST	RPS25B	108	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Small ribosomal subunit protein eS25B	1.0	0.999	2	29	0	29	2	2	1	0	2	2	3	2	2	3	3	1	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	0	2	2	3	2	2	3	3	1	0	2	2	2	12532.852	7295.5337	6565.0815	12173.904	16506.621	14171.809	13036.717	13434.305	10421.734	8475.451	3444.1558	8094.6357	7163.0645	9296.338	8137.289	8705.178	6895.445	9617.786	6353.543	6796.94	9103.052	7843.308	7393.799	7544.6807	5896.641	4638.1616	4540.47	4395.743	4090.6448	5069.3545	4632.8657	4716.612	sp|Q3E792|RS25A_YEAST
sp|P0C0W1|RS22A_YEAST	P0C0W1	RS22A_YEAST	RPS22A	130	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Small ribosomal subunit protein uS8A	0.9718	0.999	1	22	0	22	3	2	3	2	1	1	1	3	0	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	3	2	1	1	1	3	0	2	1	1	1	1	0	0	0.0	4083.396	0.0	1979.6998	3244.236	0.0	4218.9736	4020.0125	0.0	0.0	0.0	0.0	2867.904	0.0	1048.387	3133.5461	0.0	4083.396	0.0	1979.6998	3244.236	0.0	4218.9736	4020.0125	0.0	0.0	0.0	0.0	2867.904	0.0	1048.387	3133.5461	sp|Q3E7Y3|RS22B_YEAST
sp|P0C0W9|RL11A_YEAST	P0C0W9	RL11A_YEAST	RPL11A	174	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Large ribosomal subunit protein uL5A	1.0	0.999	8	33	0	33	3	4	3	2	4	5	5	2	0	1	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	3	2	4	5	5	2	0	1	0	1	0	2	0	1	23752.48	23448.016	18673.61	27050.121	21136.885	19387.365	25170.658	27445.42	0.0	8433.871	0.0	5199.0547	4821.425	8435.191	9740.635	6739.014	7167.848	6588.599	6622.876	7052.422	6610.5327	6268.675	6992.188	7120.5376	0.0	4904.5327	0.0	5144.2686	4675.616	4888.9434	4209.4497	3544.4163	sp|Q3E757|RL11B_YEAST
sp|P0C2H6|RL27A_YEAST	P0C2H6	RL27A_YEAST	RPL27A	136	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Large ribosomal subunit protein eL27A	1.0	0.999	3	30	0	30	4	2	3	1	3	2	1	3	0	1	1	2	3	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	3	1	3	2	1	3	0	1	1	2	3	1	2	1	20234.822	12198.64	17465.984	8107.859	7475.358	12671.129	13154.006	5983.2944	4606.243	9101.639	6119.9956	5215.5483	5765.7437	7024.707	4827.348	3982.8474	11298.744	9529.069	9139.507	8135.175	7500.543	6973.9277	8347.868	10446.537	4621.7617	5749.4897	6140.6143	5233.1196	3573.7876	3810.652	4843.612	3996.2659	sp|P0C2H7|RL27B_YEAST
sp|P0C2H8|RL31A_YEAST	P0C2H8	RL31A_YEAST	RPL31A	113	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Large ribosomal subunit protein eL31A	1.0	0.999	3	30	0	44	2	1	4	1	3	1	4	3	1	1	1	1	0	1	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	4	1	4	2	5	4	3	2	2	2	0	2	5	3	7916.1895	8275.1045	8487.713	11507.934	9069.881	4277.345	8740.5625	10134.364	0.0	791.689	3804.384	2833.5378	4700.072	4041.071	3943.149	5590.035	5129.0444	5306.287	5499.317	7455.8867	5875.9067	4135.3716	5620.189	6536.1035	0.0	1513.7322	3678.109	2739.487	4544.067	2455.6123	2374.9402	3555.7139	sp|P0C2H9|RL31B_YEAST
sp|P0C7M4|RHF2B_HUMAN	P0C7M4	RHF2B_HUMAN	RHOXF2B	288	Homo sapiens	1:Experimental evidence at protein level	Rhox homeobox family member 2B	1.0	0.999	2	34	0	34	2	1	2	0	4	2	4	1	3	2	2	3	2	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	0	4	2	4	1	3	2	2	3	2	2	3	1	0.0	0.0	0.0	0.0	933.8941	0.0	933.39886	926.6127	0.0	0.0	2141.3718	0.0	2490.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	933.8941	0.0	933.39886	926.6127	0.0	0.0	2141.3718	0.0	2490.68	0.0	0.0	0.0	sp|Q9BQY4|RHXF2_HUMAN
sp|P0C7P4|UCRIL_HUMAN	P0C7P4	UCRIL_HUMAN	UQCRFS1P1	283	Homo sapiens	5:Protein uncertain	Putative cytochrome b-c1 complex subunit Rieske-like protein 1	1.0	0.999	4	58	0	58	4	5	5	5	4	5	6	5	1	2	2	2	0	4	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	5	5	4	5	6	5	1	2	2	2	0	4	5	3	0.0	2240.4438	3091.6946	4198.6895	3002.975	2951.2153	5254.5986	3374.2131	0.0	2040.8494	799.0644	2097.5576	5645.3906	1309.7678	2138.3188	2209.9282	0.0	1943.9148	3243.1677	2081.4255	2605.5227	4135.3027	2408.5154	1376.9089	0.0	2859.6792	838.21344	2939.14	3382.654	1835.2731	2243.0828	1917.438	sp|P47985|UCRI_HUMAN
