Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	A1_1 Spectral Count	A1_2 Spectral Count	A1_3 Spectral Count	A1_4 Spectral Count	A1_5 Spectral Count	A1_6 Spectral Count	A1_7 Spectral Count	A1_8 Spectral Count	B1_1 Spectral Count	B1_2 Spectral Count	B1_3 Spectral Count	B1_4 Spectral Count	B1_5 Spectral Count	B1_6 Spectral Count	B1_7 Spectral Count	B1_8 Spectral Count	A1_1 Unique Spectral Count	A1_2 Unique Spectral Count	A1_3 Unique Spectral Count	A1_4 Unique Spectral Count	A1_5 Unique Spectral Count	A1_6 Unique Spectral Count	A1_7 Unique Spectral Count	A1_8 Unique Spectral Count	B1_1 Unique Spectral Count	B1_2 Unique Spectral Count	B1_3 Unique Spectral Count	B1_4 Unique Spectral Count	B1_5 Unique Spectral Count	B1_6 Unique Spectral Count	B1_7 Unique Spectral Count	B1_8 Unique Spectral Count	A1_1 Total Spectral Count	A1_2 Total Spectral Count	A1_3 Total Spectral Count	A1_4 Total Spectral Count	A1_5 Total Spectral Count	A1_6 Total Spectral Count	A1_7 Total Spectral Count	A1_8 Total Spectral Count	B1_1 Total Spectral Count	B1_2 Total Spectral Count	B1_3 Total Spectral Count	B1_4 Total Spectral Count	B1_5 Total Spectral Count	B1_6 Total Spectral Count	B1_7 Total Spectral Count	B1_8 Total Spectral Count	A1_1 Intensity	A1_2 Intensity	A1_3 Intensity	A1_4 Intensity	A1_5 Intensity	A1_6 Intensity	A1_7 Intensity	A1_8 Intensity	B1_1 Intensity	B1_2 Intensity	B1_3 Intensity	B1_4 Intensity	B1_5 Intensity	B1_6 Intensity	B1_7 Intensity	B1_8 Intensity	A1_1 MaxLFQ Intensity	A1_2 MaxLFQ Intensity	A1_3 MaxLFQ Intensity	A1_4 MaxLFQ Intensity	A1_5 MaxLFQ Intensity	A1_6 MaxLFQ Intensity	A1_7 MaxLFQ Intensity	A1_8 MaxLFQ Intensity	B1_1 MaxLFQ Intensity	B1_2 MaxLFQ Intensity	B1_3 MaxLFQ Intensity	B1_4 MaxLFQ Intensity	B1_5 MaxLFQ Intensity	B1_6 MaxLFQ Intensity	B1_7 MaxLFQ Intensity	B1_8 MaxLFQ Intensity	Indistinguishable Proteins
sp|P0CX35|RS4A_YEAST	P0CX35	RS4A_YEAST	RPS4A	261	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Small ribosomal subunit protein eS4A	1.0	0.999	20	424	0	424	30	29	34	33	34	27	29	31	24	20	18	27	19	23	24	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	29	34	33	34	27	29	31	24	20	18	27	19	23	24	22	555550.9	605753.5	624315.8	709243.0	639877.5	603693.7	571594.0	708551.1	396592.06	364798.28	392984.9	365126.9	363402.25	338993.84	356107.62	344146.72	68505.055	76141.59	70839.375	70278.29	71337.78	70062.37	75707.96	75603.45	43251.832	41402.645	43593.453	44058.496	44455.69	44473.43	44092.91	43540.84	sp|P0CX36|RS4B_YEAST
sp|P0CX37|RS6A_YEAST	P0CX37	RS6A_YEAST	RPS6A	236	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Small ribosomal subunit protein eS6A	1.0	0.999	18	322	0	322	24	26	27	23	22	20	24	24	16	18	18	16	17	14	16	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	26	27	23	22	20	24	24	16	18	18	16	17	14	16	17	631880.6	645041.4	641218.6	646212.44	498535.75	633682.2	532569.3	634156.25	294614.9	325927.97	324412.7	323631.28	341222.56	334577.78	288994.28	267441.8	73961.53	73534.84	72882.12	75364.68	72424.3	73058.58	72651.84	73502.16	41947.965	42254.793	43495.793	42561.55	43567.22	42970.957	43177.742	42117.836	sp|P0CX38|RS6B_YEAST
sp|P0CX39|RS8A_YEAST	P0CX39	RS8A_YEAST	RPS8A	200	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Small ribosomal subunit protein eS8A	1.0	0.999	6	152	0	152	11	11	11	13	10	11	12	13	9	6	7	6	5	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	11	11	13	10	11	12	13	9	6	7	6	5	9	9	9	200445.17	154358.75	167919.81	191894.67	176647.64	191410.69	201035.83	210586.73	104239.9	106884.21	113969.85	100818.95	107580.81	122531.336	106862.49	120706.375	53832.957	55641.934	56404.406	53919.145	53508.766	55426.594	55587.965	55992.98	34527.137	36898.277	31917.299	34185.094	33041.285	35118.45	32133.824	38135.473	sp|P0CX40|RS8B_YEAST
sp|P0CX41|RL23A_YEAST	P0CX41	RL23A_YEAST	RPL23A	137	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Large ribosomal subunit protein uL14A	1.0	0.999	9	141	0	186	14	13	13	14	13	14	13	12	6	8	2	6	2	1	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	18	16	17	15	17	15	15	9	12	4	8	4	3	8	8	196909.67	195660.39	190367.16	187908.86	147331.73	178175.34	186599.25	178343.25	105995.97	107037.12	99487.62	108663.65	92178.69	107193.62	120009.06	98091.05	40814.445	43520.29	42401.918	42150.445	37382.723	38155.418	42372.504	40499.02	26035.31	27122.877	24889.326	26647.416	25359.01	25971.5	25619.031	25403.277	sp|P0CX42|RL23B_YEAST
sp|P0CX43|RL1A_YEAST	P0CX43	RL1A_YEAST	RPL1A	217	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Large ribosomal subunit protein uL1A	1.0	0.999	14	288	0	288	24	21	22	24	23	25	22	26	11	14	12	12	11	12	17	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	21	22	24	23	25	22	26	11	14	12	12	11	12	17	12	357736.53	363741.53	332966.12	362064.6	324333.28	358828.78	337699.16	336335.7	203321.33	186124.02	215608.73	213761.19	155237.94	203062.75	194951.34	192741.11	47734.54	46662.25	47978.957	47968.516	46374.395	47314.52	47365.844	48037.316	28089.26	28018.375	27570.41	27665.027	28107.12	29208.459	28505.834	27730.832	sp|P0CX44|RL1B_YEAST
sp|P0CX45|RL2A_YEAST	P0CX45	RL2A_YEAST	RPL2A	254	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Large ribosomal subunit protein uL2A	1.0	0.999	17	334	0	334	26	27	24	24	28	24	26	22	16	19	16	15	18	16	17	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	27	24	24	28	24	26	22	16	19	16	15	18	16	17	16	516356.78	544928.9	537809.9	541014.25	538540.7	466258.12	582186.7	552732.06	284726.5	275436.66	305823.62	307417.72	288414.3	285393.0	307908.1	289161.94	69896.14	73567.84	73539.164	73935.81	72423.75	74513.06	78869.33	76717.6	43965.42	39297.25	43172.293	43337.3	42182.742	40570.543	43807.996	42902.87	sp|P0CX46|RL2B_YEAST
sp|P0CX47|RS11A_YEAST	P0CX47	RS11A_YEAST	RPS11A	156	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Small ribosomal subunit protein uS17A	1.0	0.999	17	265	0	265	23	23	21	21	21	19	19	21	9	13	15	12	12	14	12	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	23	21	21	21	19	19	21	9	13	15	12	12	14	12	10	449211.03	544148.44	499363.6	463300.2	521871.03	527067.7	516738.34	501050.2	269975.44	277466.44	243477.05	249487.67	268194.94	271647.47	294861.56	255175.64	82365.26	83369.84	82611.664	82299.84	80505.14	82565.164	83147.37	80391.7	44180.504	44454.62	43911.977	47740.15	46184.918	44960.504	45642.785	45118.562	sp|P0CX48|RS11B_YEAST
sp|P0CX49|RL18A_YEAST	P0CX49	RL18A_YEAST	RPL18A	186	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Large ribosomal subunit protein eL18A	1.0	0.999	12	297	0	297	23	20	21	22	23	23	22	22	12	15	16	14	13	18	18	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	20	21	22	23	23	22	22	12	15	16	14	13	18	18	15	447378.88	437758.78	449830.28	450990.2	402405.62	446754.25	469388.44	351048.44	226658.69	195416.69	235954.16	242772.42	250791.31	215102.77	229103.5	256526.92	54928.92	52983.414	53343.258	53936.777	51757.926	53988.277	55193.227	54173.3	28710.4	29323.693	30513.045	29133.32	30627.654	30217.418	30108.469	30375.027	sp|P0CX50|RL18B_YEAST
sp|P0CX51|RS16A_YEAST	P0CX51	RS16A_YEAST	RPS16A	143	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Small ribosomal subunit protein uS9A	1.0	0.999	10	199	0	199	11	15	14	15	20	13	13	16	9	10	10	9	7	12	12	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	15	14	15	20	13	13	16	9	10	10	9	7	12	12	13	284297.25	313797.3	295046.06	296930.97	308837.38	310981.88	317140.75	313621.5	110671.8	114617.03	150486.58	158559.61	133348.78	145578.0	159892.67	174539.06	79885.055	85620.47	83709.03	80880.305	82878.625	86316.83	87377.26	86454.78	41913.633	44211.61	46146.383	44662.047	41623.656	43191.914	45983.81	46013.996	sp|P0CX52|RS16B_YEAST
sp|P0CX53|RL12A_YEAST	P0CX53	RL12A_YEAST	RPL12A	165	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Large ribosomal subunit protein uL11A	1.0	0.999	10	187	0	205	16	14	13	12	16	14	17	12	10	7	6	11	9	9	12	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	16	14	13	18	15	18	13	11	8	7	12	10	10	13	10	211459.86	212790.78	233218.45	215663.75	224044.52	175690.02	221666.83	220145.67	124516.71	106798.02	112333.06	112804.63	119957.984	122355.2	118094.32	110271.13	53453.555	56047.4	53594.176	54026.457	56382.62	54141.535	58334.684	56869.59	30180.592	29785.885	29600.54	30366.916	32461.094	29332.264	29999.191	30559.725	sp|P0CX54|RL12B_YEAST
sp|P0CX55|RS18A_YEAST	P0CX55	RS18A_YEAST	RPS18A	146	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Small ribosomal subunit protein uS13A	1.0	0.999	14	303	0	303	24	19	24	24	20	18	20	29	14	15	16	15	19	17	11	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	19	24	24	20	18	20	29	14	15	16	15	19	17	11	18	521673.78	458399.7	408486.2	531965.9	488450.56	473908.62	477728.6	518069.53	253058.12	254927.25	269835.78	252445.81	254655.84	267334.12	254198.12	295699.9	76730.664	80164.32	75619.73	77270.84	73441.23	75166.59	79389.44	79599.33	45362.3	43049.312	43971.234	45041.184	43788.742	45454.203	44128.266	45885.5	sp|P0CX56|RS18B_YEAST
sp|P0CX82|RL19A_YEAST	P0CX82	RL19A_YEAST	RPL19A	189	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Large ribosomal subunit protein eL19A	1.0	0.999	12	205	0	205	18	16	15	13	10	15	17	15	11	9	12	12	8	15	10	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	16	15	13	10	15	17	15	11	9	12	12	8	15	10	9	352762.03	334582.2	354162.9	370104.84	339946.62	338991.88	377277.9	373091.78	204045.58	206454.08	173810.2	194642.14	200455.22	164378.27	194488.1	199934.64	76579.8	76824.766	76650.25	79751.24	73321.68	75575.24	81297.664	84113.016	44930.72	46265.17	42815.406	44854.64	45717.26	44434.305	42962.465	43704.65	sp|P0CX83|RL19B_YEAST
sp|P0CX84|RL35A_YEAST	P0CX84	RL35A_YEAST	RPL35A	120	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Large ribosomal subunit protein uL29A	1.0	0.999	9	165	0	165	13	12	11	11	17	10	15	11	8	10	8	8	6	9	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	12	11	11	17	10	15	11	8	10	8	8	6	9	8	8	241904.98	332648.97	323029.53	318487.25	333708.62	308516.75	322017.2	270358.03	139467.31	169667.9	162684.53	143640.61	170114.08	173614.39	168846.77	166205.58	82780.85	91685.06	89215.13	86670.52	90165.6	89638.72	87593.484	86459.57	48679.273	49912.24	45058.17	46762.914	46772.09	48665.492	46906.805	46385.31	sp|P0CX85|RL35B_YEAST
sp|P0DMU9|CT45A_HUMAN	P0DMU9	CT45A_HUMAN	CT45A10	189	Homo sapiens	1:Experimental evidence at protein level	Cancer/testis antigen family 45 member A10	1.0	0.999	3	11	0	11	0	1	1	2	0	1	0	1	0	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	1	0	1	0	1	2	1	1	0	0	0	12067.822	13276.959	23802.076	31802.746	23077.535	30481.33	19180.193	10662.409	20454.244	11593.233	19526.824	12572.154	6946.8174	5810.928	19840.82	26336.62	10414.455	10607.323	10235.369	9753.161	9531.356	10423.833	9133.006	9283.411	10631.457	9833.544	9500.207	10459.947	11256.335	9415.787	10423.798	10399.088	sp|P0DMV1|CT458_HUMAN, sp|P0DMV2|CT459_HUMAN, sp|Q5DJT8|CT452_HUMAN
sp|P0DMV8|HS71A_HUMAN	P0DMV8	HS71A_HUMAN	HSPA1A	641	Homo sapiens	1:Experimental evidence at protein level	Heat shock 70 kDa protein 1A	1.0	0.999	48	1841	0	2228	105	116	115	107	106	118	112	101	115	124	115	126	115	120	124	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	137	141	137	132	142	128	125	141	148	139	149	140	142	146	155	2210743.2	2237193.0	2234352.2	2236278.8	2192492.0	2121041.8	2165071.5	2209154.8	2441158.5	2431189.2	2432976.8	2421125.8	2297075.5	2384165.5	2262953.5	2430237.8	201689.62	199139.69	205518.31	196357.81	202803.89	198952.08	196657.19	194502.38	206251.2	208092.4	208347.86	207653.2	205343.08	207706.3	204385.3	204846.98	sp|P0DMV9|HS71B_HUMAN
sp|P0DP23|CALM1_HUMAN	P0DP23	CALM1_HUMAN	CALM1	149	Homo sapiens	1:Experimental evidence at protein level	Calmodulin-1	1.0	0.999	10	606	0	606	36	35	36	35	40	36	39	44	37	37	36	41	40	38	40	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	35	36	35	40	36	39	44	37	37	36	41	40	38	40	36	909708.4	883304.4	892275.6	873699.25	681848.56	864908.0	910650.1	869434.7	911985.1	909963.4	878944.3	892575.0	844930.44	876512.7	855532.44	858212.7	169029.72	164940.33	163189.92	164278.2	161934.12	164276.42	167724.36	161002.02	165390.36	165800.81	163664.2	166116.7	168016.06	172546.48	162373.48	165128.92	sp|P0DP24|CALM2_HUMAN, sp|P0DP25|CALM3_HUMAN
sp|P0DPB6|RPAC2_HUMAN	P0DPB6	RPAC2_HUMAN	POLR1D	133	Homo sapiens	1:Experimental evidence at protein level	DNA-directed RNA polymerases I and III subunit RPAC2	0.9995	0.999	2	14	2	14	1	2	1	1	1	0	1	0	1	1	0	1	1	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	1	1	0	1	0	1	1	0	1	1	1	1	1	13134.653	15030.495	16211.158	15075.539	12973.476	15153.861	14479.518	15962.735	8922.103	20406.594	6649.8145	15256.806	6969.506	7824.1753	8570.097	9316.151	6504.62	8226.6875	8782.497	8434.08	6709.9985	8052.0796	7095.077	8954.087	9381.232	10896.219	6992.013	8269.359	7328.156	8226.807	9011.112	9795.56	
sp|P0DPI2|GAL3A_HUMAN	P0DPI2	GAL3A_HUMAN	GATD3	268	Homo sapiens	1:Experimental evidence at protein level	Glutamine amidotransferase-like class 1 domain-containing protein 3, mitochondrial	1.0	0.999	7	47	47	47	5	3	2	2	5	2	2	4	3	4	1	3	2	3	2	4	5	3	2	2	5	2	2	4	3	4	1	3	2	3	2	4	5	3	2	2	5	2	2	4	3	4	1	3	2	3	2	4	58839.32	70434.11	75102.55	55390.71	53591.734	46327.516	76625.09	45933.23	32547.875	69104.91	66855.69	61338.477	28787.371	65975.23	44843.11	31908.086	17708.012	21621.031	23492.807	21985.55	23112.717	21860.625	22562.26	20104.578	19395.967	21703.535	19971.154	25728.164	22062.28	19848.682	18475.648	18389.977	
sp|P0DTT0|BIPA_ECOLI	P0DTT0	BIPA_ECOLI	bipA	607	Escherichia coli (strain K12)	1:Experimental evidence at protein level	Large ribosomal subunit assembly factor BipA	1.0	0.999	6	21	21	21	0	0	0	0	0	0	0	0	6	1	3	4	1	2	2	2	0	0	0	0	0	0	0	0	6	1	3	4	1	2	2	2	0	0	0	0	0	0	0	0	6	1	3	4	1	2	2	2	0.0	0.0	2790.1162	5749.3906	4913.571	0.0	0.0	0.0	18751.45	92597.93	12167.984	20951.098	9686.686	19583.09	11797.237	86513.77	0.0	0.0	1587.7363	6179.475	2796.104	0.0	0.0	0.0	13628.143	15540.11	14300.164	13502.153	17285.82	10887.054	8703.406	17646.506	
sp|P10080|SSBP1_YEAST	P10080	SSBP1_YEAST	SBP1	294	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Single-stranded nucleic acid-binding protein	1.0	0.999	10	106	106	106	9	11	7	11	10	8	8	7	8	3	3	5	4	3	5	4	9	11	7	11	10	8	8	7	8	3	3	5	4	3	5	4	9	11	7	11	10	8	8	7	8	3	3	5	4	3	5	4	142876.3	155671.98	154183.31	133557.08	162655.95	155537.66	167160.98	137300.98	78324.266	71412.45	58782.156	63545.996	60352.4	56977.03	71301.68	62852.105	29275.285	31516.639	31257.102	29280.771	29396.658	28736.84	31726.06	29839.736	16799.834	16886.742	15818.809	16038.966	16017.1	17515.682	17139.816	18698.117	
sp|P10081|IF4A_YEAST	P10081	IF4A_YEAST	TIF1	395	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	ATP-dependent RNA helicase eIF4A	1.0	0.999	19	335	313	335	31	29	27	30	29	29	29	28	10	16	11	14	16	12	13	11	30	27	25	29	27	28	28	26	9	15	10	12	14	11	12	10	31	29	27	30	29	29	29	28	10	16	11	14	16	12	13	11	298277.66	329833.1	282310.84	318469.53	304137.03	318894.97	316508.12	366214.5	156402.19	142121.28	138744.6	195703.31	168593.25	176318.45	154505.03	163022.55	42632.742	45353.895	47217.395	45142.234	43922.164	45500.02	44910.96	46224.81	24820.316	25572.66	26067.623	25349.65	25777.764	25783.508	25404.572	25685.76	
sp|P10100|RLPA_ECOLI	P10100	RLPA_ECOLI	rlpA	362	Escherichia coli (strain K12)	1:Experimental evidence at protein level	Endolytic peptidoglycan transglycosylase RlpA	0.8745	0.9978	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	134849.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P10109|ADX_HUMAN	P10109	ADX_HUMAN	FDX1	184	Homo sapiens	1:Experimental evidence at protein level	Adrenodoxin, mitochondrial	0.7645	0.9953	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P10121|FTSY_ECOLI	P10121	FTSY_ECOLI	ftsY	497	Escherichia coli (strain K12)	1:Experimental evidence at protein level	Signal recognition particle receptor FtsY	1.0	0.999	11	64	64	64	1	0	0	0	1	1	0	0	8	7	6	7	7	6	9	11	1	0	0	0	1	1	0	0	8	7	6	7	7	6	9	11	1	0	0	0	1	1	0	0	8	7	6	7	7	6	9	11	13938.84	13720.234	13596.007	9843.789	16238.631	17536.883	12855.653	14228.923	66673.555	56657.207	71975.54	61688.844	68726.76	71888.27	64764.28	69696.375	4677.831	5690.932	4791.184	4306.964	4917.315	5101.8203	4251.555	4193.2544	9903.048	10877.217	10578.976	10352.722	10583.624	10640.943	9965.237	10065.852	
sp|P10155|RO60_HUMAN	P10155	RO60_HUMAN	RO60	538	Homo sapiens	1:Experimental evidence at protein level	RNA-binding protein RO60	1.0	0.999	7	74	74	74	3	5	5	3	6	1	4	7	3	6	3	5	9	6	3	5	3	5	5	3	6	1	4	7	3	6	3	5	9	6	3	5	3	5	5	3	6	1	4	7	3	6	3	5	9	6	3	5	18198.814	41583.42	27178.514	16178.621	29240.65	23400.924	30712.648	29955.01	52911.91	55426.54	50956.195	57756.445	44543.527	55862.156	30707.16	59568.957	13739.117	14300.571	14635.83	12934.03	11923.817	10934.712	13928.995	14371.737	14607.949	15640.92	13632.59	14962.408	14165.381	14234.291	15066.703	14914.735	
sp|P10346|GLNQ_ECOLI	P10346	GLNQ_ECOLI	glnQ	240	Escherichia coli (strain K12)	1:Experimental evidence at protein level	Glutamine transport ATP-binding protein GlnQ	1.0	0.9989	3	8	8	8	0	0	0	0	0	0	0	0	2	0	1	0	2	1	1	1	0	0	0	0	0	0	0	0	2	0	1	0	2	1	1	1	0	0	0	0	0	0	0	0	2	0	1	0	2	1	1	1	0.0	2672.9927	2848.1162	3084.827	0.0	0.0	2457.1226	0.0	14637.947	18901.477	11688.125	3873.399	20959.062	16894.559	4649.5576	19275.379	0.0	2625.6045	2797.6233	3030.1375	0.0	0.0	2413.5615	0.0	5740.3276	7538.9966	8052.0073	7445.657	7052.0854	6522.0244	8937.632	6720.7886	
sp|P10371|HIS4_ECOLI	P10371	HIS4_ECOLI	hisA	245	Escherichia coli (strain K12)	3:Protein inferred from homology	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase	1.0	0.999	3	9	9	9	0	0	0	0	0	0	0	0	1	2	1	1	0	1	1	2	0	0	0	0	0	0	0	0	1	2	1	1	0	1	1	2	0	0	0	0	0	0	0	0	1	2	1	1	0	1	1	2	0.0	0.0	0.0	0.0	2154.357	0.0	0.0	0.0	20974.865	7209.429	23110.545	19178.557	16532.418	18546.324	25039.531	22914.73	0.0	0.0	0.0	0.0	4105.0586	0.0	0.0	0.0	7140.974	6711.079	7995.2476	7932.509	7442.0254	6481.6377	11091.125	8080.317	
sp|P10408|SECA_ECOLI	P10408	SECA_ECOLI	secA	901	Escherichia coli (strain K12)	1:Experimental evidence at protein level	Protein translocase subunit SecA	1.0	0.999	4	12	12	12	0	0	0	0	0	0	0	0	1	1	2	0	1	1	4	2	0	0	0	0	0	0	0	0	1	1	2	0	1	1	4	2	0	0	0	0	0	0	0	0	1	1	2	0	1	1	4	2	0.0	0.0	0.0	0.0	0.0	0.0	2468.7937	0.0	13088.672	9192.486	7953.681	7009.044	4527.549	8333.631	14819.105	13130.88	0.0	0.0	0.0	0.0	0.0	0.0	2560.9622	0.0	4350.675	4035.0881	4051.6338	4044.2	4696.578	4729.882	4405.151	5533.3926	
sp|P10412|H14_HUMAN	P10412	H14_HUMAN	H1-4	219	Homo sapiens	1:Experimental evidence at protein level	Histone H1.4	0.9987	0.999	7	8	8	93	1	0	0	2	0	0	0	0	0	1	0	1	1	0	1	1	1	0	0	2	0	0	0	0	0	1	0	1	1	0	1	1	6	6	5	7	5	5	6	6	5	7	4	8	6	5	5	7	28625.375	21832.688	22871.334	21176.719	0.0	24602.918	23200.756	24406.377	25068.693	24954.375	0.0	23990.877	21534.955	0.0	24119.975	26270.133	28625.375	21832.688	22871.334	21176.719	0.0	24602.918	23200.756	24406.377	25068.693	24954.375	0.0	23990.877	21534.955	0.0	24119.975	26270.133	
sp|P10507|MPPB_YEAST	P10507	MPPB_YEAST	MAS1	462	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Mitochondrial-processing peptidase subunit beta	0.9307	0.9989	1	6	6	6	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0.0	2172.5571	2267.8123	0.0	0.0	1903.7473	0.0	755.3581	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2172.5571	2267.8123	0.0	0.0	1903.7473	0.0	755.3581	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P10515|ODP2_HUMAN	P10515	ODP2_HUMAN	DLAT	647	Homo sapiens	1:Experimental evidence at protein level	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial	1.0	0.999	14	219	219	219	14	14	13	13	16	14	13	13	16	13	15	11	12	16	9	17	14	14	13	13	16	14	13	13	16	13	15	11	12	16	9	17	14	14	13	13	16	14	13	13	16	13	15	11	12	16	9	17	171038.62	157259.28	144273.42	148532.8	145340.52	153680.84	183306.77	172751.0	184158.05	176588.73	198661.92	129892.305	170507.3	160737.78	155664.08	170835.66	30484.266	32790.27	31848.645	29975.941	33230.94	31539.578	32170.217	32275.902	32957.953	31776.277	32061.31	33198.082	31534.748	31625.557	31145.139	30703.982	
sp|P10591|HSP71_YEAST	P10591	HSP71_YEAST	SSA1	642	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Heat shock protein SSA1	1.0	0.999	42	1339	430	1807	92	101	92	87	87	99	94	98	71	78	69	76	77	76	68	74	31	34	28	31	30	37	26	30	22	23	22	25	24	27	19	21	120	136	125	120	120	130	123	131	96	100	98	102	101	104	95	106	2505991.5	2645010.8	2723547.2	2502950.0	2547200.2	2455366.0	2520324.8	2620500.8	1480422.0	1457436.6	1386219.2	1444684.4	1362235.4	1408646.6	1326565.2	1393457.9	230327.03	236867.64	237976.14	232674.58	226120.23	227271.4	230857.28	237666.58	128014.53	131929.94	126414.4	128375.99	125546.27	128007.01	125904.125	130090.0	
sp|P10592|HSP72_YEAST	P10592	HSP72_YEAST	SSA2	639	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Heat shock protein SSA2	1.0	0.999	42	317	306	1694	26	29	20	22	26	20	25	31	11	17	15	15	17	13	14	16	24	28	19	22	24	19	24	30	11	16	15	14	17	13	14	16	115	131	117	111	116	113	122	132	85	94	91	92	94	90	90	101	524830.94	565107.25	515347.25	662188.56	508886.03	523645.1	534166.5	503964.66	370493.94	284928.56	367235.34	393123.1	365088.03	341601.22	364405.44	388869.53	126732.8	132237.14	124361.43	129272.49	105975.92	109253.7	125007.016	120200.04	71729.06	76577.93	70637.18	74101.38	70735.95	68265.984	71758.805	71920.96	
